model,group,variable,horizon_quarters,rmse,baseline_rmse,relative_rmse_pct
paper,+0 months,INVFIX,2,2.7507988140859068,2.7507988140859068,0.0
paper,+0 months,INVFIX,3,2.8734537555233177,2.8734537555233177,0.0
paper,+0 months,INVFIX,4,2.820290781659793,2.820290781659793,0.0
paper,+0 months,INVFIX,5,2.7100278280317514,2.7100278280317514,0.0
paper,+0 months,INVFIX,6,2.6204672331056567,2.6204672331056567,0.0
paper,+0 months,INVFIX,7,2.5463955583435207,2.5463955583435207,0.0
paper,+0 months,INVFIX,8,2.960108157597835,2.960108157597835,0.0
paper,+0 months,IP,1,1.1555257174018956,1.1555257174018956,0.0
paper,+0 months,IP,2,1.651391305283893,1.651391305283893,0.0
paper,+0 months,IP,3,1.7164120002873107,1.7164120002873107,0.0
paper,+0 months,IP,4,1.67502131437758,1.67502131437758,0.0
paper,+0 months,IP,5,1.6119718046945966,1.6119718046945966,0.0
paper,+0 months,IP,6,1.6029132688405616,1.6029132688405616,0.0
paper,+0 months,IP,7,1.5649468833212286,1.5649468833212286,0.0
paper,+0 months,IP,8,1.7828380004421023,1.7828380004421023,0.0
paper,+0 months,PCE,1,0.6265706230355428,0.6265706230355428,0.0
